id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
20380,satisfied,Male,Loyal Customer,41,Business travel,Eco Plus,1381,4,5,5,5,4,4,4,4,4,1,5,2,4,4,0,0,0
52684,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,55,4,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0,0
3861,neutral or dissatisfied,Female,Loyal Customer,47,Business travel,Business,216,2,1,1,1,5,2,2,3,3,3,2,1,3,2,74,63,1
97935,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Business,2836,3,5,5,5,5,4,4,3,3,3,3,4,3,3,0,0,1
18545,neutral or dissatisfied,Male,disloyal Customer,77,Business travel,Eco,808,4,3,4,4,5,4,5,5,2,3,4,2,3,5,0,0,1
1937,satisfied,Female,Loyal Customer,60,Business travel,Business,3571,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0,0
49367,satisfied,Male,Loyal Customer,23,Business travel,Business,2709,2,2,2,2,4,4,4,4,4,3,2,3,4,4,0,0,0
76761,satisfied,Female,Loyal Customer,41,Business travel,Business,716,5,5,5,5,5,4,4,5,5,5,5,5,5,5,0,0,0
120683,neutral or dissatisfied,Male,disloyal Customer,35,Business travel,Business,1658,4,4,4,3,1,4,1,1,2,4,3,1,3,1,0,0,1
44171,neutral or dissatisfied,Male,Loyal Customer,43,Personal Travel,Business,57,3,4,0,1,2,4,5,5,5,0,5,4,5,5,40,29,1
24116,neutral or dissatisfied,Male,Loyal Customer,11,Business travel,Business,5255,3,1,1,1,3,2,3,3,2,4,4,2,4,3,0,0,1
90422,neutral or dissatisfied,Male,disloyal Customer,36,Business travel,Business,1321,3,3,3,1,4,3,4,4,3,5,5,4,4,4,0,3,1
41893,satisfied,Male,Loyal Customer,46,Business travel,Business,52,0,4,0,4,3,5,3,5,5,5,5,5,5,2,0,0,0
3417,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1583,3,4,3,2,4,3,4,4,3,4,4,4,4,4,46,33,1
81278,neutral or dissatisfied,Male,disloyal Customer,27,Business travel,Eco,2098,3,3,3,3,2,3,4,2,3,2,2,1,2,2,18,12,1
109279,satisfied,Male,Loyal Customer,51,Business travel,Business,3813,2,2,2,2,3,5,5,4,4,4,4,5,4,3,0,0,0
107082,satisfied,Male,Loyal Customer,31,Business travel,Business,2964,1,1,1,1,4,4,4,4,3,4,5,3,4,4,23,8,0
55945,satisfied,Male,Loyal Customer,54,Business travel,Business,1542,5,5,4,5,2,4,5,4,4,4,4,4,4,3,0,0,0
115165,satisfied,Male,Loyal Customer,39,Business travel,Business,1861,1,1,1,1,3,5,4,5,5,5,5,4,5,5,8,2,0
46028,satisfied,Female,Loyal Customer,42,Business travel,Business,1030,5,5,5,5,2,4,2,4,4,4,4,5,4,2,43,81,0
62311,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Eco,452,1,1,1,1,3,3,3,1,1,1,1,2,1,3,0,0,1
50546,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,76,3,3,3,3,5,4,4,3,3,4,3,3,3,5,0,0,0
73083,neutral or dissatisfied,Female,disloyal Customer,39,Business travel,Eco,2431,3,3,3,3,3,4,4,5,3,1,5,4,1,4,652,638,1
83784,satisfied,Female,disloyal Customer,50,Business travel,Business,1447,4,4,4,1,3,4,3,3,5,2,5,4,4,3,10,6,1
19727,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1908,2,5,5,2,2,5,2,2,5,3,5,3,4,2,0,0,1
110473,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,788,4,1,1,1,1,2,1,4,4,4,4,3,4,3,88,94,0
39858,neutral or dissatisfied,Male,Loyal Customer,58,Business travel,Eco,1441,4,1,1,1,4,4,4,4,2,5,3,4,3,4,0,0,1
38071,neutral or dissatisfied,Male,disloyal Customer,48,Business travel,Eco,2714,2,1,1,3,1,1,2,1,1,1,2,2,3,1,0,0,1
86150,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Eco,1709,3,2,2,2,3,3,3,3,4,2,4,2,4,3,3,0,1
96132,satisfied,Female,Loyal Customer,58,Business travel,Business,3629,3,3,3,3,3,5,4,5,5,5,5,4,5,4,21,23,0
21038,satisfied,Male,Loyal Customer,55,Business travel,Business,2377,0,0,0,2,4,4,3,5,5,5,5,1,5,2,49,43,0
108672,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Business,3164,2,2,2,2,2,2,2,2,4,5,3,4,3,2,13,6,1
117663,satisfied,Female,Loyal Customer,40,Business travel,Business,1469,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,27,0
27062,satisfied,Female,Loyal Customer,57,Business travel,Eco,1434,4,2,2,2,4,4,5,4,4,4,4,5,4,3,0,0,0
34456,neutral or dissatisfied,Female,Loyal Customer,25,Personal Travel,Eco,2043,4,5,4,1,1,4,3,1,3,2,4,5,5,1,0,0,1
52536,satisfied,Female,Loyal Customer,54,Business travel,Business,83,3,3,3,3,5,4,4,5,5,5,4,4,5,4,0,0,0
67764,satisfied,Female,Loyal Customer,39,Business travel,Business,2608,1,1,3,1,5,4,5,4,4,4,4,3,4,3,0,0,0
61887,satisfied,Male,Loyal Customer,36,Business travel,Business,2000,1,1,2,1,1,3,5,5,5,5,5,4,5,3,0,0,0
63095,satisfied,Female,Loyal Customer,60,Business travel,Business,3652,2,2,2,2,5,4,5,5,5,5,5,5,5,5,0,0,0
79680,neutral or dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2378,2,5,1,5,5,1,5,5,3,2,4,5,4,5,9,11,1
95399,satisfied,Female,Loyal Customer,48,Personal Travel,Eco,720,3,3,3,3,2,4,4,3,3,3,3,3,3,5,30,16,0
62255,satisfied,Female,Loyal Customer,43,Business travel,Business,2573,2,2,2,2,4,3,4,5,5,5,5,3,5,5,1,0,0
3272,neutral or dissatisfied,Female,Loyal Customer,66,Business travel,Business,490,2,2,2,2,3,3,2,2,2,2,2,3,2,4,0,0,1
32184,satisfied,Male,Loyal Customer,29,Business travel,Business,3625,0,4,0,1,2,2,2,2,5,4,4,5,5,2,0,0,0
35668,satisfied,Female,Loyal Customer,28,Business travel,Business,3413,2,2,2,2,4,4,4,4,1,1,5,4,3,4,0,0,0
63289,satisfied,Female,Loyal Customer,43,Business travel,Business,3528,1,1,1,1,4,5,5,4,4,4,4,4,4,4,0,0,0
25118,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2316,1,1,0,2,3,0,3,3,2,2,2,1,2,3,62,63,1
61114,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,2817,1,1,1,3,1,1,1,1,3,1,2,2,4,1,0,0,1
15595,neutral or dissatisfied,Male,Loyal Customer,39,Business travel,Business,332,4,1,3,3,1,3,2,4,4,3,4,4,4,3,0,4,1
7846,satisfied,Female,Loyal Customer,44,Business travel,Business,3838,4,4,4,4,4,5,5,5,5,5,5,5,5,4,0,0,0
93241,satisfied,Male,Loyal Customer,45,Business travel,Business,735,2,2,2,2,5,5,5,4,4,4,4,5,4,3,0,0,0
11044,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2132,5,4,5,5,4,5,3,4,3,2,1,3,2,4,17,4,0
54852,neutral or dissatisfied,Female,Loyal Customer,33,Business travel,Business,3500,1,2,2,2,5,3,3,1,1,1,1,2,1,4,14,14,1
2099,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1753,3,1,3,4,2,3,2,2,1,5,3,1,4,2,45,42,1
42523,satisfied,Female,Loyal Customer,54,Business travel,Business,365,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
114479,neutral or dissatisfied,Male,Loyal Customer,34,Business travel,Business,2947,2,2,2,2,2,4,4,2,2,2,2,2,2,3,3,5,1
115735,neutral or dissatisfied,Male,Loyal Customer,44,Business travel,Business,415,2,4,4,4,3,4,4,2,2,2,2,4,2,1,33,29,1
86938,neutral or dissatisfied,Female,Loyal Customer,36,Business travel,Business,3678,3,5,5,5,4,3,3,3,3,3,3,3,3,1,3,0,1
92724,satisfied,Female,Loyal Customer,41,Business travel,Business,1289,1,1,1,1,2,4,4,5,5,5,5,3,5,3,0,0,0
411,satisfied,Female,Loyal Customer,49,Business travel,Business,2772,0,5,0,3,2,4,5,4,4,4,2,5,4,4,1,0,0
65259,satisfied,Male,disloyal Customer,23,Business travel,Eco,1088,5,4,5,1,5,5,5,5,4,4,4,5,5,5,0,0,1
123338,neutral or dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco Plus,1977,2,4,2,4,4,2,4,4,4,1,4,4,4,4,5,8,1
86569,satisfied,Female,Loyal Customer,41,Business travel,Business,1740,1,1,5,1,3,4,4,3,3,4,3,4,3,3,100,87,0
111726,neutral or dissatisfied,Male,Loyal Customer,66,Business travel,Eco Plus,1868,1,4,2,4,1,1,1,1,4,5,3,4,4,1,46,38,1
15220,satisfied,Male,Loyal Customer,33,Business travel,Business,4805,4,4,4,4,5,5,5,5,2,2,4,5,5,5,43,45,0
123976,satisfied,Male,disloyal Customer,59,Business travel,Business,1598,4,4,4,3,1,4,1,1,4,5,4,5,4,1,0,0,1
96031,neutral or dissatisfied,Male,Loyal Customer,46,Business travel,Business,1267,3,4,4,4,3,3,3,3,3,3,3,1,3,4,2,0,1
64477,satisfied,Male,disloyal Customer,13,Business travel,Eco,2290,5,5,5,3,5,5,1,5,5,5,5,5,4,5,0,0,1
36301,neutral or dissatisfied,Female,Loyal Customer,33,Business travel,Business,209,3,1,1,1,3,4,4,1,1,1,3,4,1,4,25,13,1
129645,satisfied,Female,Loyal Customer,40,Business travel,Business,1760,2,2,2,2,5,5,5,5,5,5,5,5,5,3,0,0,0
32488,neutral or dissatisfied,Female,disloyal Customer,27,Business travel,Eco,966,3,3,3,2,2,3,2,2,5,1,1,2,3,2,0,0,1
127894,satisfied,Female,Loyal Customer,46,Business travel,Business,1713,1,1,1,1,2,3,4,2,2,2,2,3,2,4,2,0,0
107888,satisfied,Female,Loyal Customer,22,Business travel,Business,4000,2,2,2,2,5,5,5,5,3,2,5,3,5,5,0,0,0
52000,neutral or dissatisfied,Female,Loyal Customer,29,Business travel,Business,5260,2,3,5,3,2,2,2,2,1,2,3,4,4,2,0,8,1
113290,satisfied,Male,Loyal Customer,33,Business travel,Business,3655,4,4,4,4,5,5,5,5,4,4,5,3,5,5,0,0,0
71276,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1878,3,1,3,3,2,3,2,2,4,2,4,3,3,2,0,0,1
10849,neutral or dissatisfied,Male,Loyal Customer,40,Business travel,Business,2028,2,4,4,4,4,4,4,3,3,3,2,1,3,2,38,45,1
78776,satisfied,Male,Loyal Customer,17,Business travel,Business,4777,1,1,1,1,5,4,5,5,3,2,5,4,5,5,0,0,0
112292,satisfied,Male,Loyal Customer,45,Business travel,Business,1573,2,4,2,2,5,5,4,4,4,4,4,3,4,4,116,114,0
17610,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1591,2,5,2,4,2,2,2,2,5,3,4,4,5,2,0,0,1
2764,satisfied,Male,disloyal Customer,39,Business travel,Business,2062,4,3,3,2,4,3,1,4,5,3,4,4,4,4,10,0,1
84676,neutral or dissatisfied,Female,disloyal Customer,18,Business travel,Eco,1844,3,3,3,4,4,3,3,4,3,5,4,2,4,4,16,34,1
21153,neutral or dissatisfied,Female,Loyal Customer,59,Business travel,Eco,984,1,3,4,3,2,2,3,1,1,1,1,2,1,4,62,42,1
45231,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2085,2,2,2,4,4,2,4,4,4,4,3,1,4,4,59,46,1
17012,satisfied,Female,Loyal Customer,31,Business travel,Business,2432,3,3,3,3,3,3,3,4,1,2,5,3,3,3,206,213,0
125239,neutral or dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2740,3,4,4,3,1,4,1,1,2,4,4,2,3,1,15,31,1
9437,satisfied,Male,Loyal Customer,44,Business travel,Business,3861,3,3,3,3,3,4,4,5,5,4,5,3,5,3,0,0,0
34465,satisfied,Female,Loyal Customer,52,Business travel,Eco,272,4,2,5,5,4,1,1,4,4,4,4,2,4,4,0,0,0
58059,satisfied,Male,Loyal Customer,43,Business travel,Business,3488,3,3,3,3,3,5,5,4,4,4,4,4,4,5,0,0,0
105575,neutral or dissatisfied,Female,disloyal Customer,43,Business travel,Eco,1468,3,0,4,4,1,4,1,1,3,3,3,1,4,1,32,46,1
25951,satisfied,Female,Loyal Customer,49,Business travel,Business,1815,3,3,3,3,3,5,4,3,3,3,3,2,3,3,19,0,0
30989,satisfied,Female,Loyal Customer,39,Personal Travel,Eco Plus,2229,4,3,4,4,4,4,4,4,5,3,5,4,5,4,0,0,0
43556,satisfied,Female,Loyal Customer,58,Business travel,Eco Plus,450,4,3,3,3,1,1,2,4,4,4,4,4,4,4,0,0,0
69259,neutral or dissatisfied,Female,Loyal Customer,28,Business travel,Business,3201,3,4,4,4,3,3,3,3,4,1,4,4,4,3,0,0,1
82464,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1533,5,2,2,2,5,5,3,5,5,5,4,2,5,5,28,19,0
22783,neutral or dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1386,3,4,3,2,4,3,4,4,2,2,1,3,3,4,0,0,1
95795,satisfied,Male,Loyal Customer,54,Business travel,Business,3800,5,5,5,5,3,5,4,4,4,4,4,4,4,5,43,37,0
45175,neutral or dissatisfied,Female,Loyal Customer,17,Personal Travel,Eco,866,4,4,4,3,1,4,1,1,2,5,4,3,4,1,0,3,1
33750,neutral or dissatisfied,Female,disloyal Customer,21,Business travel,Business,1540,2,3,2,3,4,2,4,4,4,4,3,2,2,4,0,0,1
32992,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1765,1,4,1,2,5,1,5,5,5,4,4,3,4,5,10,15,1
119446,neutral or dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2457,1,1,1,4,4,1,4,4,5,2,5,5,5,4,12,0,1
13447,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2075,1,5,1,1,3,1,3,3,5,1,2,3,5,3,0,0,1
65985,neutral or dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2295,4,5,4,3,4,4,2,4,3,5,5,5,5,4,0,0,1
5485,satisfied,Male,Loyal Customer,48,Business travel,Business,3361,1,1,1,1,4,4,4,4,4,4,4,3,4,5,0,0,0
94228,satisfied,Female,Loyal Customer,48,Business travel,Business,2984,0,0,0,3,3,5,4,2,2,2,2,5,2,4,0,0,0
70049,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1308,2,5,2,2,2,2,2,2,3,2,4,3,5,2,0,0,1
67108,neutral or dissatisfied,Female,Loyal Customer,44,Business travel,Eco,1132,2,2,2,2,1,3,3,2,2,2,2,3,2,4,0,0,1
27961,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,3392,2,3,2,2,5,2,5,5,1,3,3,2,3,5,8,0,1
58035,satisfied,Male,disloyal Customer,24,Business travel,Business,2126,4,0,5,5,1,5,1,1,3,2,4,3,4,1,0,0,1
81535,neutral or dissatisfied,Female,Loyal Customer,36,Business travel,Business,3511,2,2,2,2,4,3,3,2,2,3,2,4,2,3,0,0,1
118698,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,350,4,2,4,4,1,3,4,3,3,4,3,2,3,1,4,0,0
120294,satisfied,Male,disloyal Customer,22,Business travel,Eco,1670,5,0,5,3,5,5,5,5,5,2,4,4,5,5,0,12,1
125577,satisfied,Female,disloyal Customer,23,Business travel,Eco,1827,4,0,4,2,3,4,3,3,4,3,5,4,4,3,2,0,1
116224,neutral or dissatisfied,Female,Loyal Customer,43,Personal Travel,Eco,404,3,5,3,5,5,4,5,4,4,3,4,5,4,3,0,0,1
84270,neutral or dissatisfied,Male,Loyal Customer,34,Business travel,Business,355,3,4,4,4,1,4,3,3,3,3,3,4,3,2,0,0,1
125288,neutral or dissatisfied,Male,Loyal Customer,18,Business travel,Eco,1829,3,1,1,1,3,3,4,3,1,4,4,4,4,3,0,0,1
41896,satisfied,Female,Loyal Customer,58,Business travel,Business,2864,0,3,1,4,3,1,3,5,5,1,1,1,5,2,0,4,0
53451,neutral or dissatisfied,Female,disloyal Customer,18,Business travel,Eco,2198,1,1,1,1,1,2,2,5,5,3,5,2,2,2,0,0,1
69064,neutral or dissatisfied,Female,Loyal Customer,51,Business travel,Business,1401,2,3,3,3,2,3,4,2,2,2,2,3,2,1,0,0,1
46233,neutral or dissatisfied,Female,Loyal Customer,24,Business travel,Eco,1646,3,2,5,2,3,3,2,3,4,3,3,2,4,3,32,11,1
90006,neutral or dissatisfied,Male,Loyal Customer,63,Business travel,Business,3960,2,2,2,2,1,4,3,2,2,2,2,4,2,2,17,11,1
105157,satisfied,Female,disloyal Customer,22,Business travel,Eco,1443,4,0,4,2,5,4,5,5,3,3,2,4,1,5,0,10,1
119314,neutral or dissatisfied,Male,Loyal Customer,35,Business travel,Business,2659,4,2,3,2,1,4,4,1,1,1,4,1,1,1,78,62,1
90047,satisfied,Female,Loyal Customer,34,Business travel,Business,2425,2,2,2,2,3,4,5,4,4,4,4,5,4,5,0,0,0
1000,satisfied,Female,Loyal Customer,63,Business travel,Eco,51,5,5,4,5,5,1,3,4,4,5,4,5,4,1,5,0,0
26645,neutral or dissatisfied,Male,Loyal Customer,48,Business travel,Eco,1605,3,2,2,2,3,3,3,3,4,5,2,3,2,3,0,18,1
34004,neutral or dissatisfied,Male,Loyal Customer,69,Business travel,Business,1590,2,3,3,3,3,2,2,2,2,2,2,2,2,4,0,0,1
62559,satisfied,Male,Loyal Customer,26,Business travel,Business,2854,3,3,3,3,5,5,5,5,5,3,3,3,4,5,0,0,0
88686,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1648,2,2,2,2,5,4,5,5,5,4,5,4,4,5,0,13,0
101228,satisfied,Male,Loyal Customer,47,Business travel,Business,2225,5,5,5,5,4,4,4,2,2,2,2,4,2,3,6,0,0
81574,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2469,3,5,4,4,3,4,3,3,4,1,5,4,2,3,52,30,1
112709,neutral or dissatisfied,Male,Loyal Customer,50,Business travel,Eco,1764,2,4,4,4,2,2,2,2,4,1,1,3,1,2,9,7,1
46010,neutral or dissatisfied,Female,disloyal Customer,39,Business travel,Business,1795,3,3,3,3,4,3,4,4,2,4,3,4,4,4,23,39,1
4681,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2147,1,5,1,2,3,1,3,3,5,5,4,3,5,3,1,2,1
117884,satisfied,Female,Loyal Customer,52,Business travel,Business,3576,1,1,1,1,4,4,4,5,5,5,5,5,5,4,17,12,0
92904,satisfied,Female,Loyal Customer,49,Business travel,Business,3992,4,4,4,4,3,5,5,5,5,5,5,3,5,5,0,0,0
128239,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1879,1,4,1,3,2,1,2,2,4,4,4,5,4,2,12,16,1
80975,satisfied,Male,Loyal Customer,40,Business travel,Business,3513,1,1,1,1,5,5,5,4,4,4,4,3,4,5,0,0,0
95496,neutral or dissatisfied,Female,disloyal Customer,27,Business travel,Eco Plus,1815,2,2,2,3,1,2,1,1,2,3,4,3,3,1,1,0,1
108703,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Business,474,2,2,3,3,3,3,3,1,1,3,1,4,1,4,26,11,1
52489,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,1979,3,3,3,3,3,3,3,3,2,1,3,3,3,3,0,5,1
29511,satisfied,Male,Loyal Customer,42,Business travel,Eco Plus,2349,4,4,4,4,4,4,4,4,2,4,5,3,1,4,0,1,0
84668,satisfied,Female,Loyal Customer,49,Business travel,Business,2212,3,5,3,3,4,4,5,4,4,4,4,5,4,4,7,0,0
86141,satisfied,Male,Loyal Customer,38,Business travel,Business,3269,1,2,1,1,3,5,4,5,5,5,5,5,5,3,0,0,0
30105,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1453,3,4,3,3,5,3,5,5,5,4,4,3,4,5,21,16,1
6611,satisfied,Male,disloyal Customer,27,Business travel,Business,2008,4,4,4,2,5,4,5,5,4,2,4,5,5,5,74,71,1
97224,satisfied,Female,Loyal Customer,32,Personal Travel,Eco Plus,2525,5,5,5,5,2,5,5,3,3,3,3,4,3,4,3,13,0
6071,neutral or dissatisfied,Female,Loyal Customer,30,Personal Travel,Eco,3074,3,5,3,4,3,3,3,3,4,3,5,4,4,3,0,0,1
127262,neutral or dissatisfied,Female,disloyal Customer,15,Business travel,Eco,2571,1,0,0,3,4,0,3,4,4,5,4,2,4,4,1,0,1
11794,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,445,5,4,5,5,3,4,4,4,4,4,4,3,4,5,70,55,0
60216,satisfied,Male,Loyal Customer,49,Business travel,Business,1509,4,4,2,4,4,4,5,4,4,4,4,4,4,4,0,0,0
23129,satisfied,Female,Loyal Customer,56,Business travel,Business,3908,4,1,4,4,2,5,1,5,5,4,5,3,5,4,103,85,0
37068,neutral or dissatisfied,Male,Loyal Customer,58,Business travel,Eco,2552,2,2,2,2,2,2,2,2,3,1,2,3,2,2,8,8,1
32858,satisfied,Male,Loyal Customer,35,Personal Travel,Eco,1484,5,4,0,4,4,0,4,4,5,5,5,5,5,4,0,0,0
73506,satisfied,Female,Loyal Customer,55,Business travel,Business,2398,1,1,1,1,3,4,5,5,5,5,5,4,5,3,0,0,0
55144,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2963,1,5,1,2,5,1,3,5,5,3,3,4,5,5,3,7,1
17578,neutral or dissatisfied,Male,disloyal Customer,17,Business travel,Eco,2186,2,2,2,4,3,2,3,3,5,5,5,2,3,3,15,0,1
7136,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Business,61,2,2,0,4,1,3,3,4,4,0,4,4,4,1,0,16,1
60540,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2384,2,4,3,2,4,3,4,4,3,2,4,3,5,4,0,0,1
48119,satisfied,Male,Loyal Customer,46,Business travel,Eco,1336,4,1,5,1,3,4,3,3,4,4,3,5,3,3,0,0,0
12563,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2178,1,2,1,4,2,1,2,2,2,5,3,4,3,2,1,0,1
9382,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1153,2,1,2,3,3,2,3,3,1,5,2,3,2,3,0,0,1
54147,satisfied,Male,Loyal Customer,24,Business travel,Business,3220,2,2,2,2,5,5,5,5,4,5,4,1,4,5,40,15,0
122685,neutral or dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1098,4,0,4,4,1,4,1,1,2,3,4,2,3,1,0,0,1
57662,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,249,3,3,3,3,3,3,5,4,4,4,4,3,4,3,2,0,0
28730,satisfied,Female,Loyal Customer,40,Business travel,Business,2152,1,1,1,1,4,5,5,3,3,4,3,3,3,4,0,0,0
44444,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2171,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0,0
50582,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1929,1,3,0,4,4,0,4,4,2,4,1,4,1,4,99,110,1
24913,satisfied,Male,Loyal Customer,55,Business travel,Eco,1868,4,2,2,2,4,4,4,4,2,4,4,2,1,4,24,11,0
125627,satisfied,Female,Loyal Customer,58,Business travel,Business,2142,3,3,3,3,5,4,4,3,3,3,3,5,3,5,28,30,0
118963,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Business,4295,3,3,3,3,3,3,3,3,4,5,3,3,4,3,5,0,1
24053,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2165,2,4,2,3,3,2,3,3,4,4,5,3,4,3,0,9,1
61539,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,4137,4,4,4,4,3,5,5,2,2,2,2,3,2,4,0,0,0
6389,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1326,1,2,1,3,3,1,3,3,2,4,3,3,4,3,0,0,1
11249,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,273,3,1,3,3,4,5,4,2,2,2,2,4,2,3,0,0,0
88022,satisfied,Male,Loyal Customer,41,Business travel,Business,601,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,1,0
62198,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3915,3,4,3,1,2,3,1,2,4,5,3,4,5,2,9,0,1
35722,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,3837,3,2,3,3,3,3,3,1,3,4,4,3,3,3,7,6,1
38906,satisfied,Male,Loyal Customer,59,Business travel,Eco,1187,4,4,4,4,4,4,4,4,5,2,4,5,2,4,0,0,0
95373,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2022,3,3,3,4,5,3,1,5,4,2,2,5,2,5,0,0,1
30759,satisfied,Female,Loyal Customer,49,Business travel,Eco,711,4,3,4,4,5,4,1,4,4,4,4,5,4,2,9,11,0
6123,satisfied,Male,disloyal Customer,39,Business travel,Business,1899,4,4,4,4,2,4,2,2,4,2,5,4,4,2,0,0,1
15157,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2229,3,2,3,3,2,3,2,2,1,2,3,3,4,2,0,0,1
9292,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2187,1,1,1,1,2,5,4,5,5,5,5,4,5,4,0,0,0
61662,satisfied,Female,disloyal Customer,25,Business travel,Business,2609,5,0,5,3,3,5,3,3,3,5,4,3,4,3,8,0,1
50393,neutral or dissatisfied,Male,Loyal Customer,52,Business travel,Business,3822,1,3,3,3,1,4,3,3,3,3,1,2,3,3,0,0,1
6821,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1769,1,5,0,4,3,0,3,3,5,4,4,3,5,3,10,8,1
119769,neutral or dissatisfied,Female,disloyal Customer,48,Business travel,Business,2002,1,1,1,5,2,1,2,2,4,3,5,3,5,2,0,0,1
87101,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1575,1,5,1,2,1,1,3,1,5,2,2,4,2,1,29,22,1
108765,satisfied,Female,Loyal Customer,31,Business travel,Business,4774,5,5,5,5,4,4,4,4,5,3,5,4,5,4,12,0,0
95736,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Eco,1339,3,3,3,3,3,3,3,3,3,2,4,2,3,3,0,4,1
45550,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,598,5,5,5,5,5,5,5,5,1,3,1,3,2,5,77,69,0
26305,satisfied,Male,Loyal Customer,41,Personal Travel,Eco Plus,2642,0,4,0,2,5,0,5,5,2,1,4,5,3,5,14,3,0
86567,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco Plus,2048,1,1,1,1,3,1,4,3,4,2,1,2,1,3,73,55,1
1165,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,398,4,2,2,2,4,4,4,4,4,4,3,5,2,4,39,47,0
5913,satisfied,Male,Loyal Customer,15,Personal Travel,Eco,1856,4,4,4,3,2,4,2,2,1,5,3,2,4,2,0,12,0
21922,satisfied,Male,Loyal Customer,36,Business travel,Business,5131,1,3,1,1,4,4,4,1,5,1,5,4,3,4,133,158,0
